label,balance,n,est,lo,hi,n_nonzero,est_nz,lo_nz,hi_nz,spearman,survives,note
"NNLS corrected, adjusted",b3,238,-1.4832269956494237,-2.305808916793771,-0.6606450745050766,119,-0.38063554824417106,-0.7108305432919859,-0.05044055319635615,-0.17515471824733483,TRUE,ok/ok
"NNLS corrected, Dutch core",b3,110,-1.2757423030140953,-2.5933351750063798,0.04185056897818895,54,-0.28556902816391955,-0.7616612098356024,0.19052315350776322,-0.11815090524943264,FALSE,ok/ok
