variable,mean,sd,2.5%,97.5%,rhat,ess_bulk,ess_tail,model
b_b1_Intercept,-0.24568067562060486,0.5444191756124861,-1.2823774519773798,0.8324427127778964,1.0002860776292697,7022.638450745657,5746.7170231818545,M2
b_b2_Intercept,0.2830318148234188,0.6091084740242524,-0.9225040798329139,1.494250757354105,1.0005817201285017,8736.398770031812,6047.254339866642,M2
b_b3_Intercept,1.3626110220160337,0.5539902360221428,0.3136488806945593,2.481852466551842,1.0005314461063115,7399.1225354013295,5752.959858447501,M2
b_b4_Intercept,2.618760983925806,0.5448778521198636,1.5307354787940253,3.6730602237765786,1.0004143787925812,8758.44836127252,6244.143416849431,M2
b_b1_date_sc,0.5658286014475714,0.3045103595911271,-0.04575587121744655,1.1479084259250725,1.0004348503651146,6891.301047546849,6936.603468218032,M2
b_b1_lat_sc,-0.10078947118703521,0.2571461141911892,-0.5900050669450119,0.4231394115065219,1.001392092053915,8834.163210924198,5993.581096181404,M2
b_b1_lon_sc,-0.021738204046337715,0.2569083701260516,-0.5212166126185761,0.4749672747036921,0.9999772872580528,10233.305232989576,7094.539098519939,M2
b_b1_habitatmixedDunclearlandscape,-0.444335006123297,0.9112176809820131,-2.2456948902879375,1.3404291823248564,1.000767032356525,19542.725602076796,5763.380761977922,M2
b_b1_habitatmountainDrockylandscape,1.5342630808569728,0.6160942449874309,0.3102983440340004,2.7449815025529873,0.999964609050397,10170.289120592422,6455.743388201274,M2
b_b1_habitatopencountryside,0.7781692133525702,0.5361430720952706,-0.2608999054458342,1.8217575753859123,1.0000212572644689,9303.903591838143,7231.151277991051,M2
b_b1_habitatriverDlakesidelandscape,0.49750301646404027,0.49788588433852277,-0.472409271198048,1.4778868613725404,1.00061479573193,9650.70166507524,7304.361008393939,M2
b_b1_habitaturbanDarchitecturallandscape,-1.5013797551018155,0.5745806655331154,-2.6117557698761957,-0.36709962995145645,1.000354688616929,10293.493775671754,6354.353781419462,M2
b_b1_habitatwoodlandlandscape,1.2584838275770849,0.6019243728405658,0.07432701599808927,2.419668215045239,1.0002357222898077,9705.533839849544,6796.808757421063,M2
b_b2_date_sc,-0.037350665141280846,0.4077997708539955,-0.8554437593027941,0.7506985130322589,1.0000497492440428,8665.571316477075,6664.371467885355,M2
b_b2_lat_sc,-0.5932041946724806,0.36304983129824997,-1.308160377518712,0.11789690029936602,1.0002390397997825,9180.470203296592,6214.619090907605,M2
b_b2_lon_sc,0.12358323598606592,0.365712710973309,-0.5944968506121188,0.8291447289519024,1.0000639866202736,9823.629070983981,6488.169805972386,M2
b_b2_habitatmixedDunclearlandscape,-0.25474254019893516,0.9368894373176078,-2.095855894065591,1.563149089974028,1.001386724137835,19613.38198964729,6420.502829455472,M2
b_b2_habitatmountainDrockylandscape,0.20579744208435075,0.7318630712522282,-1.2108074811319636,1.644933656644687,0.9997408987286748,12341.70759412,6446.970639664668,M2
b_b2_habitatopencountryside,2.067194904644569,0.6245367185222978,0.8339152229320835,3.2709011624159143,1.0001401943883819,11697.935289701283,7260.482061056515,M2
b_b2_habitatriverDlakesidelandscape,-0.39595940260698964,0.5820114804485301,-1.5463191949769144,0.7330349808949229,1.000923162999998,10876.40869274643,6834.823483808492,M2
b_b2_habitaturbanDarchitecturallandscape,0.6893147334858181,0.6839334427640115,-0.6291405459056032,2.0386229815036314,1.0003612142286935,12245.76999846289,7188.935260370599,M2
b_b2_habitatwoodlandlandscape,2.327181275563503,0.7267268800112401,0.8868705501511308,3.7310657704684798,1.0001468424301563,13585.527818216035,6979.5885211471405,M2
b_b3_date_sc,-0.2320662436574832,0.2920545778233243,-0.8122058989385342,0.3260110207445261,1.0000609369997984,9628.234918171507,5655.109747851467,M2
b_b3_lat_sc,0.40880146019379815,0.25646822161217386,-0.08427737188392928,0.9254220996542505,1.0000961034235325,10989.127550523663,7163.499109346847,M2
b_b3_lon_sc,-0.028849294384173652,0.26595065618347735,-0.5438003149306877,0.5128125583339446,1.0000158489098199,11543.05867213987,6085.502987391273,M2
b_b3_habitatmixedDunclearlandscape,0.757723715939001,0.9290821695765172,-1.0662728855244126,2.572857131205216,0.9997951943790053,20711.68979624484,5429.749871948573,M2
b_b3_habitatmountainDrockylandscape,-0.32238968084376884,0.6256832144227498,-1.5401286686035738,0.8995324834419881,1.0000557203330833,10999.510837062517,6708.690662611942,M2
b_b3_habitatopencountryside,0.18475901926321966,0.5382518143640114,-0.8962383445545349,1.2335990133199812,0.999916271428947,9740.814491589257,6553.070782461859,M2
b_b3_habitatriverDlakesidelandscape,0.6083489665504858,0.5029347327856033,-0.38507963605499074,1.5812410498901797,1.0004370975674992,9260.751591595441,6638.549632626594,M2
b_b3_habitaturbanDarchitecturallandscape,0.8083500730336144,0.5830023550742,-0.3472910485626503,1.9402641295783898,1.0007492576003356,10856.78113151193,7263.861618531745,M2
b_b3_habitatwoodlandlandscape,0.7762602032034548,0.6194527872915818,-0.42329531731329234,1.9777341680337361,1.0000293603631598,9939.132476619756,7133.1791771888165,M2
b_b4_date_sc,0.0909661783085376,0.3199793197931178,-0.5341121298339212,0.7445043674572674,1.0000941233562928,11387.92333929514,6772.80222197087,M2
b_b4_lat_sc,-0.7268087435203056,0.31844668570428886,-1.3563116981397096,-0.10661365568595142,1.0005997533642788,10011.044498007404,6359.764032705252,M2
b_b4_lon_sc,0.19324013056443817,0.3190444532725145,-0.41859042101066696,0.8192380265908448,1.000361451616904,11517.624424839549,7142.7336443761205,M2
b_b4_habitatmixedDunclearlandscape,0.1642962550817264,0.9134090327625156,-1.6503940933416799,1.9460826171120198,1.0007344081231269,18381.194010463783,6134.150225375933,M2
b_b4_habitatmountainDrockylandscape,0.4391680445869674,0.6993649712179042,-0.9501946044861463,1.800227654075853,1.0000261358255111,12562.305507619578,6979.521990384745,M2
